Season,Player_Name,Position,Team,Guaranteed_Money,Contract_Value,Contract_Length_Years
2019,Redford Jones,K,CHI,0,1755000,3
2019,Reggie Davis,WR,CHI,0,136000,1
2019,Riley Ridley,WR,CHI,682596,3202596,4
2019,Ro'Derrick Hoskins,LB,CHI,0,1710000,3
2019,Roberto Aguayo,K,CHI,2025320,4052568,4
2019,Roquan Smith,LB,CHI,18477166,18477166,4
2019,Roy Robertson-Harris,IDL,CHI,0,645000,1
2019,Ryan Nall,RB,CHI,13000,1080000,2
2019,Ryan Winslow,P,CHI,20000,1717500,3
2019,Sam Acho,ED,CHI,2950000,5500000,2
2019,Sam Mustipher,C,CHI,11000,1758500,3
2019,Shaq Roland,WR,CHI,5000,1715000,3
2019,Sherrick McManis,CB,CHI,1100000,3500000,2
2019,Stephen Denmark,CB,CHI,80956,2600956,4
2019,T.J. Clemmings,RT,CHI,0,805000,1
2019,Tanner Carew,LS,CHI,0,1050000,2
2019,Tanner Gentry,WR,CHI,0,1230000,2
2019,Taquan Mizzell,RB,CHI,0,1200000,2
2019,Tarik Cohen,RB,CHI,633156,3033156,4
2019,Taylor Gabriel,WR,CHI,14000000,26000000,4
2019,Ted Larsen,LG,CHI,90000,1020000,1
2019,Thomas Ives,WR,CHI,0,1755000,3
2019,Tommy Doles,LG,CHI,0,1755000,3
2019,Trey Burton,TE,CHI,22000000,32000000,4
2019,Ty Holloway,CB,CHI,0,1710000,3
2019,Tyler Bray,QB,CHI,21400,826400,1
2019,Willie Beavers,RT,CHI,0,1230000,2
2019,Xavier Crawford,CB,CHI,0,136000,1
